Plot ID,S. no,Species,Leaf wet mass,Above ground mass,Stem mass,Root mass,Stem length,Root length,Root % lost,Species ID,Comments 02,Comments 01
VG28,S4(1),S4,0.29,0.98,0.26,0.93,9.8,15.5,,,"Galaxy J6: 20201231_115132, 20201231_115202, 20201231_115217",Unidentified. A very small portion of root lost while sampling.
VG28,S4(2),S4,0.38,1.21,0.72,0.44,18.2,6.2,,,,A very small portion of root lost while sampling.
VG27,S1(1),S1,0.16,0.98,0.42,0.71,12.8,26,,,"Galaxy J6: 20201231_193627, 20201231_193658, 20201231_193720",Unidentified. Herbivored. Only one leaf scanned.
VG27,S1(2),S1,0.2,2.15,1.08,0.93,15.5,11.2,,,,Herbivored. Only one leaf scanned.
VG27,S2,S2,1.33,11.2,5.92,1.54,38.5 + 12.8,12,,,"Galaxy J6: 20201231_193745, 20201231_193806, 20201231_193823",Unidentified. Branched stem.
VG27,S3(1),S3,0.66,3.94,2.2,1.31,25,15.5,,,"Galaxy J6: 20201231_193900, 20201231_193914, 20201231_193928",Unidentified.
VG27,S3(2),S3,NA,2.51,0.81,0.4,18.8,8,,,, A small portion of root lost while sampling. Herbivored. Leaf not scaned.
VG27,S4,S4,0.39,1.53,0.46,0.36,16.2,9.2,,Syz,"Galaxy J6: 20201231_194028, 20201231_194048, 20201231_194059",Unidentified. Syzygium sp?
VG27,S5,S5,0.08,2.37,1.71,0.69,26.2 + 21,6.5,,Syz,"Galaxy J6: 20201231_194150, 20201231_194205, 20201231_194218",Unidentified. Syzygium sp? Nearly 2/3rd of the root lost while sampling. Branched stem.
VG27,S6,S6,0.34,1.94,1.41,1.43,25.6 + 7.6 + 14.2 + 5.4,11.2,,Syz,"Galaxy J6: 20201231_194294, 20201231_194303, 20201231_194322",Unidentified. Syzygium sp? Nearly 1/2 of the root lost while sampling. Branched stem.
VG27,S7(1),S7,0.51,1.19,0.34,0.07,16,1.8,,ClaDen,"Galaxy J6: 20201231_194351, 20201231_194415, 20201231_194424",Unidentified. Curry leaf like. Only a small portion of root got from sampling.
VG27,S7(2),S7,0.25,0.8,0.49,0.32,23.5,16.8,,ClaDen,,
VG27,S7(3),S7,NA,0.55,0.18,0.11,13.8,7.5,,ClaDen,,Herbivored. Leaves scanned.
VG27,S7(4),S7,0.39,1.01,0.36,0.48,17.5,13.6,,ClaDen,,
VG27,S7(5),S7,0.35,0.91,0.26,0.12,16.5,5,,ClaDen,,A small portion of root lost while sampling.
VG27,S7(6),S7,0.37,1.56,0.93,0.39,24.5,8,,ClaDen,,A small portion of root lost while sampling.
VG27,S7(7),S7,0.15,0.91,0.4,0.23,13.8 + 12.4,10.8,,ClaDen,,Branched stem.
VG27,S7(8),S7,0.19,0.81,0.26,0.27,14.6,6,,ClaDen,,Nearly 1/2 of the root lost while sampling.
VG31,S1(1),S1,0.21,0.99,0.31,0.27,12.2,9.8,,,"Galaxy J6: 20210102_201635, 20210102_201706, 20210102_201715",Unidentified.
VG31,S1(2),S1,0.18,0.69,0.24,0.16,11,8.6,,,,
VG31,S2(1),S2,0.99,3.2,0.79,0.85,17.2,13.2,,GarMor,"Galaxy J6: 20210102_201739, 20210102_201756, 20210102_201811",Unidentified. Garcinia sp? ~ 20 % root lost while sampling.
VG31,S2(2),S2,1.99,9.16,4.89,1.82,34 + 9.2,19.2,,GarMor,,
VG31,S3,S3,0.48,4.72,1.14,3.94,23.6 + 5.6 + 5.8,27.6,,,"Galaxy J6: 20210102_202557, 20210102_202625, 20210102_202640",Unidentified. ~ 20 % root lost while sampling. Branched stem. Herbivored. Only 1 leaf scanned.
VG31,S4(1),S4,0.28,5.78,2.65,1.45,44.4 + 6.8 + 17.6 + 12.2 + 16.6,11.2,,,"Galaxy J6: 20210102_202152, 20210102_202230, 20210102_202245",Unidentified. ~ 70 % root lost while sampling. Branched stem
VG31,S4(2),S4,0.24,2.83,1.4,1.64,37.8,25,,,,~ 10 % root lost while sampling. Branched stem
VG31,S5,S5,0.45,3.54,2.05,2.93,33.8,13.2,,,"Galaxy J6: 20210102_202325, 20210102_202345, 20210102_202412",Unidentified. ~ 70 % root lost while sampling.
VG30,S1(1),S1,0.43,2.49,0.85,0.26,11.4,8.2,,,"Galaxy J6: 20210103_201833, 20210103_202203, 20210103_202215",Unidentified.
VG30,S1(2),S1,0.35,2.46,1.28,1.27,14,16.8,,,,
VG30,S1(3),S1,0.32,1.42,0.64,0.07,12,2.5,,,,~ 80 % root lost while sampling.
VG30,S2,S2,0.9,4.76,2.57,2.17,29.4,10.6,,,"Galaxy J6: 20210103_202805, 20210103_202820, 20210103_202844",Unidentified. ~ 40 % root lost while sampling.
VG30,S3,S3,1.01,6.73,2.76,1.39,30.4,12.2,,,"Galaxy J6: 20210103_202938, 20210103_203009, 20210103_203032",Unidentified. ~ 50 % root lost while sampling.
VG30,S4(1),S4,0.75,5.35,2.45,1.48,25.2 + 10.6,17,,,"Galaxy J6: 20210103_203119, 20210103_203230, 20210103_203255",Unidentified. ~ 10 % root lost while sampling. Branched stem.
VG30,S4(2),S4,NA,6.57,3.69,4.02,,31.7,,,,~ 10 % root lost while sampling.
VG30,S5(1),S5,NA,2.83,1.24,4.94,28 + 14.4 + 9.2,32,,,"Galaxy J6: 20210103_203516, 20210103_203528, 20210103_203540",Unidentified. Dried. Branched stem.
VG30,S5(2),S5,NA,3.63,1.36,3.59,17.8 + 10 + 10.5 + 7.4 + 7.4 + 6.5,22.2,,,,Dried. ~ 30 % root lost while sampling. Branched stem.
VG30,S6(1),S6,0.23,3.79,1.74,1.44,30.8,31.8,,,"Galaxy J6: 20210103_203638, 20210103_203653, 20210103_203705",Unidentified.  ~ 10 % root lost while sampling.
VG30,S6(2),S6,0.22,6.72,2.81,3.24,27.6 + 6.6 + 18.4 + 8.2 + 7.2 + 7.5,28.5,,,,~ 10 % root lost while sampling.
VG29,S1,S1,0.17,0.69,0.41,0.68,16.2,10.8,,,"Galaxy J6: 20210104_135003, 20210104_135022, 20210104_135033",Unidentified. ~ 10 % root lost while sampling.
VG29,S2(1),S2,0.33,1.11,0.27,0.3,9.8,15.4,,,"Galaxy J6: 20210104_135101, 20210104_135119, 20210104_135220",Unidentified.
VG29,S2(2),S2,0.35,0.81,0.28,0.64,10.2,12.6,,,,
VG29,S3(1),S3,1.29,5.6,2.12,1.02,18.5,15,,PsyNig,"Galaxy J6: 20210104_135250, 20210104_135300, 20210104_135314",Psychotria sp?
VG29,S3(2),S3,0.33,0.89,0.22,0.45,8,11.6,,PsyNig,, ~ 40 % root lost while sampling.
VG29,S3(3),S3,NA,4.64,1.69,1.3,12.8,10.8,,PsyNig,, ~ 50 % root lost while sampling. Herbivored. Leaves not scanned.
VG29,S3(4),S3,NA,4.67,1.63,0.85,17.5,17.5 + 12.2,,PsyNig,,Branched root. Herbivored. Leaves not scanned.
VG29,S3(5),S3,0.35,3,1.18,0.63,14.6,14.4,,PsyNig,, Herbivored. Only one leaf scanned.
VG29,S4(1),S4,0.39,2.31,1.12,0.86,23.6,14.4,,SymRac,"Galaxy J6: 20210104_135339, 20210104_135357, 20210104_135422",Simplocos sp?  ~ 10 % root lost while sampling.
VG29,S4(2),S4,0.22,0.94,0.5,0.6,14.4,19.6,,SymRac,,
VG29,S4(3),S4,0.51,4.2,2.54,1.33,23.8 + 2.6,7,,SymRac,,~ 80 % root lost while sampling. Branched stem.
VG29,S4(4),S4,0.27,1.24,0.48,0.33,14.8,5.4,,SymRac,, ~ 50 % root lost while sampling.
VG29,S4(5),S4,0.18,0.92,0.37,0.44,14,13.2,,SymRac,,
VG29,S5,S5,0.66,3.81,1.66,1.69,25.2,26.4,,Cin,"Galaxy J6: 20210104_135456, 20210104_135514, 20210104_135525",Cinnamumum sp?  Herbivored. Only one leaf scanned.
VG29,S6,S6,0.71,3.9,1.82,1.53,23.8,16.2,,,"Galaxy J6: 20210104_135548, 20210104_135608, 20210104_135624",Unidentified. ~ 10 % root lost while sampling.
VG29,S7,S7,0.35,6.03,2.17,0.97,22.2,13.2,,,"Galaxy J6: 20210104_135647, 20210104_135755, 20210104_135830",Unidentified. Herbivored. Only 1 leaf scanned.
VG29,S8(1),S8,0.22,4.24,1.72,0.55,30 + 10.8 + 4 + 17.4 + 5.8,5.2,,Syz,"Galaxy J6: 20210104_135904, 20210104_135956, 20210104_140006",Syzygium sp? ~ 70 % root lost while sampling.
VG29,S8(2),S8,0.06,0.63,0.18,0.14,16,9.6,,Syz,,
VG29,S8(3),S8,0.17,7.32,4.34,3.29,44.5 + 9.8 + 18.8 + 7.6 + 18.2 + 22 + 11.5,24,,Syz,,~ 20 % root lost while sampling.
VG29,S8(4),S8,0.3,6.18,3.48,1.51,41.2 +  29.4 ,11.6,,Syz,,~ 60 % root lost while sampling.
VG29,S8(5),S8,0.15,4.76,2.48,1.17,36 + 13.8,22,,Syz,,
VG29,S8(6),S8,0.45,9.35,5.6,2.04,38.2 + 9.2 + 11 + 30.2 + 24.5,28.4,,Syz,,
VG29,S9,S9,NA,3.56,1.79,2.94,19.4 + 12.6 + 8.2 + 4.8 + 13,25.8,,,"Galaxy J6: 20210104_140729, 20210104_140739, 20210104_140750",Unidentified. Branched stem. Dried. Leaves not scanned.
VG29,S10,S1,0.31,1.3,0.56,0.29,18.4 + 6,7.2,,Syz,"Galaxy J6: 20210104_140833, 20210104_140857, 20210104_140917",Syzygium sp? ~ 50 % root lost while sampling.
VG29,S11,S1,0.36,0.93,0.52,0.39,15.8 + 3.6 + 3.8,8,,,"Galaxy J6: 20210104_140945, 20210104_141010, 20210104_141019",Unidentified. ~ 50 % root lost while sampling. Branched stem.
VG18,S1(1),S1,NA,NA,NA,NA,18.2+4.8+5.8,13.3,,NotBed,"Honor 9 Lite: 20210105_154844, 20210105_155521, 20210105_155542",Unidentified. Dried. Leaves not scanned. 
VG18,S1 (2),S1,NA,NA,NA,NA,20.3,6.4,,NotBed,,Unidentified. Dried. Leaves not scanned. Portion of the root lost while sampling
VG18,S1(3),S1,NA,NA,NA,NA,16.8+5.2+5.5+3.5,15.3,,NotBed,,"Unidentified. Dried. Leaves diseased, not scanned. "
VG18,S1 (4),S1,NA,NA,NA,NA,15.1,7.2,,NotBed,,Unidentified. Dried. Leaves not scanned. portion of the root lost while sampling.
VG18,S1 (5),S1,NA,NA,NA,NA,19.2,13.2,,NotBed,,unidentified. Dried. Leaves not scanned. 
VG18,S1 (6),S1,NA,NA,NA,NA,13.6,6.4,,NotBed,,unidentified. Dried. Leaves not scanned
VG18,S1 (7),S1,NA,NA,NA,NA,18.3+(14+6),9.8,,NotBed,,unidentified. Dried. Leaves not scanned. Portion of root lost while sampling
VG18,S1 (8),S1,NA,NA,NA,NA,15.3,10.2,,NotBed,,unidentified. Dried. Leaves not scanned. A portion of the root was lost while sampling
VG18,S1(9),S1,NA,NA,NA,NA,19.4+4.5+3.4,10.2,,NotBed,,unidentified. Dried. Leaves not scanned
VG18,S1 (10),S1,NA,NA,NA,NA,27.3,9.3,,NotBed,,unidentified. Dried. Leaves not scanned. Portion of the root lost while sampling
VG18,S1 (11),S1,NA,NA,NA,NA,21.2+29.1,17.6+18.4,,NotBed,,unidentified. Dried. Leaves not scanned. Portion of the root lost while sampling. Branched stem and roots. 
VG18,S1 (12),S1,NA,NA,NA,NA,28.1+5.6+5.3,15.2,,NotBed,,unidentified. Dried. Leaves not scanned. 
VG18,S2,S2,NA,NA,NA,NA,24.2,8.8,,,Honor 9 Lite: 20210105_191917,unidentified. Dried. Leaves not scanned. Portion of the root lost while sampling
VG18,S3,S3,NA,NA,NA,NA,32.6,8.3,,,Honor 9 Lite: 20210105_192736,unidentified. Dried. Leaves not scanned. Portion of the root lost while sampling
VG18,S4,S4,NA,NA,NA,NA,33.9+11.2,22.5,,,Honor 9 Lite: 20210105_192756,unidentified. Dried. Leaves not scanned. Portion of the root lost while sampling
VG18,S5,S5,NA,NA,NA,NA,21.2,5.1,,,Honor 9 Lite: 20210105_193940,unidentified. Dried. Leaves not scanned. Portion of the root lost while sampling
VG19,S1,S1,NA,NA,NA,NA,25,11.2,,,,"Psychotria nigra. Leaves missing, not scanned. "
VG19,S2,S2,NA,NA,NA,NA,35.2,9.8,,,Honor 9 Lite: 20210105_195454,unidentified. Dried. Leaves not scanned. Portion of the root lost while sampling
VG19,S3,S3,NA,NA,NA,NA,54.5,25.2,,,Honor 9 Lite: 20210105_200032,unidentified. Dried. Leaves not scanned. Portion of the root lost while sampling
VG19,S4,S4,NA,NA,NA,NA,28.3,5.8,,,Honor 9 Lite: 20210105_201127,unidentified. Dried. Leaves not scanned. 
VG19,S5,S5,NA,NA,NA,NA,36.2,18.3,,,Honor 9 Lite: 20210105_201128,unidentified. Dried. Leaves not scanned. Portion of the root lost while sampling
VG19,S6,S6,NA,NA,NA,NA,37.4,13.7,,,Honor 9 Lite: 20210105_201849,unidentified. Dried. Leaves not scanned. 
VG22,S1,S1,NA,NA,NA,NA,10.8,8.4,,,Galaxy J6: 20210109_194843,unidentified. Dried. Leaves not scanned. 
VG22,S2,S2,NA,NA,NA,NA,13,13.8,,,Galaxy J6: 20210109_194852,unidentified. Dried. Leaves not scanned. 
VG22,S3,S3,NA,NA,NA,NA,12.4,16.5,,,Galaxy J6: 20210109_194901,unidentified. Dried. Leaves not scanned. 
VG22,S4,S4,NA,NA,NA,NA,10.5,9.8,,,Galaxy J6: 20210109_194913,unidentified. Dried. Leaves not scanned. 
VG22,S5,S5,NA,NA,NA,NA,10.2,8.5,,,Galaxy J6: 20210109_194928,unidentified. Dried. Leaves not scanned. 
VG22,S6,S6,NA,NA,NA,NA,11.2,8,,,Galaxy J6: 20210109_194938,unidentified. Dried. Leaves not scanned. 
VG22,S7,S7,NA,NA,NA,NA,10.8,8,,,Galaxy J6: 20210109_195007,unidentified. Dried. Leaves not scanned. 
VG22,S8,S8,NA,NA,NA,NA,8,4.8,,,Galaxy J6: 20210109_195017,unidentified. Dried. Leaves not scanned. 
VG22,S9,S9,NA,NA,NA,NA,9.2,11.8,,,Galaxy J6: 20210109_195028,unidentified. Dried. Leaves not scanned. 
VG22,S10,S1,NA,NA,NA,NA,11.8,4.5,,,Galaxy J6: 20210109_195035,unidentified. Dried. Leaves not scanned.  ~ 60 % root lost while sampling.
VG22,S11,S1,NA,NA,NA,NA,20.6,16.8,,,Galaxy J6: 20210109_195046,unidentified. Dried. Leaves not scanned. 
VG22,S12,S1,NA,NA,NA,NA,29.6,21.4,,,Galaxy J6: 20210109_195054,unidentified. Dried. Leaves not scanned. 
VG22,S13,S1,NA,NA,NA,NA,11.5,11.8,,,Galaxy J6: 20210109_195123,unidentified. Dried. Leaves not scanned. 
VG22,S14,S1,NA,NA,NA,NA,9,10.6,,,Galaxy J6: 20210109_195136,unidentified. Dried. Leaves not scanned. 
VG22,S15,S1,NA,NA,NA,NA,16,11.6,,,Galaxy J6: 20210109_195202,unidentified. Dried. Leaves not scanned. 
VG22,S16,S1,NA,NA,NA,NA,28.4,25,,,Galaxy J6: 20210109_195217,unidentified. Dried. Leaves not scanned. 
VG22,S17,S1,NA,NA,NA,NA,14.4,8.8,,,Galaxy J6: 20210109_195230,unidentified. Dried. Leaves not scanned. 
VG22,S18,S1,NA,NA,NA,NA,28.8,15.2,,,Galaxy J6: 20210109_195242,unidentified. Dried. Leaves not scanned. 
VG34,S1(1),S1,0.94,3.24,1.06,0.49,23.4,7,,,"Galaxy J6: 20210113_194502, 20210113_194519, 20210113_194550.",Unidentified. ~60% leaf lost while sampling.
VG34,S1(2),S1,0.17,1.7,0.97,0.89,23.8,18.4,,,,Herbivored. Only 1 leaf scanned.
VG34,S1(3),S1,NA,1.67,0.74,0.27,22.6,9.6,,,,Severly herbivored.
VG34,S1(4),S1,0.51,1.56,1.13,0.45,27.8,6.8,,,,~60% leaf lost while sampling.
VG34,S1(5),S1,0.39,2.52,1.1,1.32,22.2,5.2,,,,~80% leaf lost while sampling.
VG35,S1,S1,0.6,3.44,1.85,9.1,23.8,30,,,"Galaxy J6: 20210114_102032, 20210114_102059, 20210114_102117",~60% leaf lost while sampling.
VG35,S2(1),S2,0.73,4.08,1.48,0.89,36.8,22.6,,,"Galaxy J6: 20210114_102308, 20210114_102328, 20210114_102344",
VG35,S2(2),S2,0.38,2.9,1.32,1.07,31.4,16.2,,,,Herbivored. Only 1 leaf scanned.
VG35,S3(1),S3,NA,2.85,1.97,2.02,29.4,18.2,,,Galaxy J6: 20210114_102414,Leaves dried.
VG35,S3(2),S3,0.42,4.16,3.47,3.46,37.6,21.6,,,,
VG33,S1(1),S1,1.13,8.35,3.42,1.7,23,17.8,,,"Galaxy J6: 20210114_121923, 20210114_121943, 20210114_122001",Unidentified.
VG33,S1(2),S1,0.13,0.67,0.35,0.06,11.5,6.5,,,,
VG33,S1(3),S1,NA,1.54,0.99,0.16,16.4,10.4,,,,Severly herbivored.
VG33,S1(4),S1,0.24,2.46,0.92,0.41,15.6,12,,,,
VG33,S2,S2,NA,2.14,1.83,3.7,25.6,27.6,,,Galaxy J6: 20210114_185355,Unidentified. Dry. Leaves not analyzed.
VG33,S3,S3,NA,0.9,0.76,0.64,16 + 7.2,11.6,,,"Galaxy J6: 20210114_122417, 20210114_122710, 20210114_122728",Unidentified. Stem broke during data collection. Severly herbivored.
VG33,S4,S4,0.06,1.32,0.74,0.39,22.4,4.8,,,"Galaxy J6: 20210114_122744, 20210114_122814, 20210114_122826",Unidentified. ~80% leaf lost while sampling.
VG33,S5,S5,0.18,0.91,0.56,0.57,18.2,10.6,,,"Galaxy J6: 20210114_122859, 20210114_122915, 20210114_122928",Unidentified.
VG33,S6,S6,0.12,3.14,2.94,2.05,36.8,18.4,,,"Galaxy J6: 20210114_123046, 20210114_123112, 20210114_123123",Unidentified. Serrated leaves. Mostly herbivored. Only 1 leaf scanned.
VG33,S7,S7,0.44,2.02,0.75,0.99,18.8,24.2,,,"Galaxy J6: 20210114_123154, 20210114_123207, 20210114_123218",Unidentified.
VG33,S8,S8,NA,2.45,1.59,0.72,28,17.4,,,"Galaxy J6: 20210114_123313, 20210114_123327, 20210114_123341",Unidentified. Severly herbivored.
VG33,S9,S9,0.15,0.56,0.51,0.95,21.8 + 11.4,20.2,,,"Galaxy J6: 20210114_123451, 20210114_123429, 20210114_123412","Unidentified. Branched stem, broken during data collection."
VG32,S1(1),S1,0.57,3.84,1.52,0.41,20.5,15,,,"Galaxy J6: 220210114_201409, 20210114_201421, 20210114_201436",Psychtria sp.
VG32,S1(2),S1,0.46,3.05,2.02,0.32,25.8,12.5,,,,
VG32,S2(1),S2,0.07,1.33,0.9,1.56,20.2 + 15.6,22.4,,Syz,"Galaxy J6: 220210114_201459, 20210114_201532, 20210114_201541",Syzygium sp. Stem broke while processing.
VG32,S2(2),S2,0.08,3.77,2.92,1.52,15.2 + 29.2 + 20.8,13,,Syz,,Branched stem.
VG32,S3(1),S3,0.19,0.71,0.21,0.2,9.4,7.2,,,"Galaxy J6: 220210114_201708, 20210114_201700, 20210114_201641",Unidentified.
VG32,S3(2),S3,0.39,1.64,1.06,0.52,19.2,11.6,,,,
VG32,S4(1),S4,0.15,1.05,0.73,1.15,14.6,15.5,,,"Galaxy J6: 220210114_201803, 20210114_201825, 20210114_201843",Unidentified. Serrated leaves.
VG32,S4(2),S4,0.13,0.79,0.43,0.6,15.2,11.2,,,,
VG32,S4(3),S4,1.02,4.55,2.64,1.5,2.64,1.5,,,,
VG32,S5(1),S5,0.46,2.18,1.11,0.45,32.2,13,,GarMor,"Galaxy J6: 220210114_201921, 20210114_201941, 20210114_201958",Unidentified. Garcinia sp?
VG32,S5(2),S5,0.51,3.66,1.51,0.98,31,19.8,,GarMor,,
VG32,S5(3),S5,0.16,2.01,1.12,0.4,33.6,9.6,,GarMor,,
VG32,S6,S6,NA,2.23,1.87,1.68,23.4,23.4,,,"Galaxy J6: 220210114_202032, 20210114_202101, 20210114_202128",Unidentified. Dried.
VG32,S7,S7,0.7,3.91,2.77,0.74,31.8,3,,,"Galaxy J6: 220210114_202204, 20210114_202219, 20210114_202234",Unidentified. ~90% leaf lost while sampling.
VG32,S8,S8,0.9,5.82,2.07,2.24,27.4,15.8,,,"Galaxy J6: 220210114_202317, 20210114_202334, 20210114_202355",Unidentified. ~40% leaf lost while sampling.
VG32,S9,S9,NA,1.71,1.61,1.39,27.2,17.8,,,"Galaxy J6: 220210114_202423, 20210114_202510, 20210114_202518",Unidentified. Dried. Only 2 leaves in shoot.
VG32,S10,S1,0.19,1.33,0.5,0.23,20.8,11.2,,,"Galaxy J6: 220210114_202708, 20210114_202726, 20210114_202738",Unidentified.
VG36,S1(1),S1,1.19,7.11,2.08,4.06,21.2,23.6,,,"Galaxy J6: 20210116_165047, 20210116_165119, 20210116_165134",Unidentified.
VG36,S1(2),S1,0.19,1.19,0.56,0.42,20.6,15,,,,Sap white.
VG36,S2,S2,NA,2.3,0.9,2.34,16.6,20.6,,,"Galaxy J6: 20210116_165212, 20210116_171939, 20210116_171948",Unidentified. ~20 % root lost while sampling.
VG37,S1,S1,NA,0.78,0.3,0.17,16.8,7,,,"Galaxy J6: 20210116_165212, 20210116_171939, 20210116_171948","Unidentified. Leaves herbivored, traits not measured."
VG37,S2(1),S2,0.38,2.05,1.1,0.47,18.8,13.6,,,"Galaxy J6: 20210116_172945, 20210116_173001, 20210116_173018",Unidentified.
VG37,S2(2),S2,0.36,1.69,1.13,0.73,19.4,12.8,,,,"Leaves herbivored, traits not measured."
VG37,S2(3),S2,NA,2.32,1.65,0.86,18,12,,,,~40 % root lost while sampling.
VG37,S3(1),S3,0.47,2.27,0.91,0.58,20.4,8.4,,GarMor,"Galaxy J6: 20210116_173201, 20210116_173231, 20210116_173243",Unidentified.Garcinia sp?
VG37,S3(2),S3,0.14,1.33,0.9,0.42,18,12.2,,GarMor,,Diseased. Only 1 leaf scanned.
VG37,S3(3),S3,1.07,4.25,1.26,0.68,26.4,12.2,,GarMor,,~20 % root lost while sampling.
VG38,S1,S1,1.65,7.13,2.93,2.58,26.6,27.4,,,"Galaxy J6: 20210116_183735, 20210116_183804, 20210116_183817",Unidentified.
VG38,S2,S2,1.52,8.58,3.09,0.82,23.2,16,,,"Galaxy J6: 20210116_183831, 20210116_183844, 20210116_183857",Unidentified.
VG38,S3,S3,0.21,0.99,0.35,0.29,15,7.4,,,"Galaxy J6: 20210116_184018, 20210116_184353, 20210116_184414",Unidentified.
VG39,S1,S1,0.56,2.18,0.87,0.67,15.6,10.2,,,,Unidentified.
VG39,S2(1),S2,0.75,5.28,2.18,6.39,32.4,22,,,,Unidentified.
VG39,S2(2),S2,0.27,1.79,1.19,0.6,28.2,8,,,,Herbivored. Only 01 leaf scanned. 
VG39,S4,S4,0.8,2.36,1.12,1.63,26.2,16.6,,,,
VG39,S3(1),S3,0.86,2.99,1.06,1.32,18.8,15.2,,,,"Unidentified. Only 01 complete leaf, It was scanned."
VG39,S3(2),S3,0.15,1,0.56,0.6,16.4,11.4,,,,All incomplete leaves+H739. Only 1 leaf scanned.
VG39,S3(3),S3,0.35,2.08,1.19,0.9,22,13.2,,,,Only 1 leaf scanned.
VG39,S3(4),S3,0.17,0.79,0.32,0.22,13.2,5.2,,,,Only 1 leaf scanned.
VG39,S3(5),S3,0.13,0.92,0.56,0.66,18.2,15.4,,,,Only 1 leaf scanned. ~ 40 % root lost while sampling.
VG39,S3(6),S3,0.2,0.97,0.61,0.39,19.8,5.6,,,,Only 1 leaf scanned. ~ 40 % root lost while sampling.
VG39,S3(7),S3,0.08,0.74,0.38,0.36,16.2,10.4,,,,Only 1 leaf scanned.
VG39,S3(8),S3,NA,1.97,1.28,2.2,21.8,26.6,,,,Dry. Leaves not scaaned.
VG39,S3(9),S3,NA,0.91,0.38,0.51,13.8,11.8,,,,Dry. Leaves not scaaned.
VG39,S3(10),S3,NA,0.84,0.49,0.83,18,11.8,,,,Herbivored. Leaves not scaaned.
VG39,S3(11),S3,NA,2.19,1.08,1.67,20.8,15.4,,,,Dry. Leaves not scaaned.
VG39,S3(12),S3,0.19,0.96,0.5,0.85,14.4,15.4,,,,
VG40,S1(1),S1,NA,10.64,4.38,3.67,29,16.5 + 10.8 + 12.4,,PsyMac,"Galaxy J6: 20210119_183822, 20210119_183843, 20210119_183904","Psychotria sp? Herbivored. Leaves not scanned. Roots branched, broke while sampling."
VG40,S1(2),S1,NA,13.5,8.94,3.58,41,20 + 7,,,,Herbivored. Leaves not scanned. Branched roots.
VG40,S1(3),S1,NA,15.88,6.81,4.45,33.6,18.2,,,,Dried. Herbivored. Leaves not scanned.
VG40,S2,S2,1.2,5.94,0.46,4.87,,,,Cin,"Galaxy J6: 20210119_183939, 20210119_183947, 20210119_184004",Cinnammum sp?
VG41,S1,S1,0.74,3.07,1.17,0.31,5.4,15.2,,PsyNig,"Galaxy J6: 20210119_200921, 20210119_200935, 20210119_200947",Pyschotria sp?
VG41,S2,S2,0.33,1.49,0.56,0.35,19,9.2,,,"Galaxy J6: 20210119_201013, 20210119_201024, 20210119_201034",Unidentified. White sap.
VG41,S3,S3,0.13,0.52,0.31,0.34,10.8,8.4,,DimLon,Galaxy J6: 20210119_201104,Democarpus sp? Herbivored. Only 1 leaf scanned.
VG41,S4(1),S4,0.09,0.31,0.12,0.22,8.4,10.8,,ClaDen,"Galaxy J6: 20210119_201150, 20210119_201207, 20210119_201218",Unidentified. Curry leaf like.
VG41,S4(2),S4,NA,0.62,0.4,35,15.6,14.6,,,,
VG41,S4(3),S4,,,,,,,,,,
VG41,S5,S5,0.46,2.69,1.39,0.57,24.1,6.2,,,"Galaxy J6: 20210119_201236, 20210119_201247, 20210119_201306",Unidentified. Only one leaf scanned.
VG41,S6,S6,0.27,1.39,0.45,0.38,19.2,8.6,,Syz,"Galaxy J6: 20210119_201435, 20210119_201445, 20210119_201457",Syzygium sp?
VG41,S7(1),S7,NA,1.75,0.84,0.84,18.3,13.2,,SymRac,"Galaxy J6: 20210119_210529, 20210119_201542, 20210119_201557",Simplocos sp?
VG41,S7(2),S7,0.25,1.32,0.47,0.46,12.7,7.2,,,,
VG41,S7(3),S7,0.16,0.96,0.47,0.36,15.2,11.3,,,,
VG42,S1,S1,0.6,3.05,1.5,2.37,36.8,26.3,,,"Honor 9 Lite: 20210120_131650, 20210120_131718, 20210120_131728",Unidentified.
VG42,S2,S2,0.23,0.99,0.59,0.8,21.4,15.3,,,"Honor 9 Lite: 20210120_132528, 20210120_132611, 20210120_132617",Unidentified. Only one leaf scanned.
VG42,S3,S3,0.49,3.37,2.07,0.55,27.4,10,,,"Honor 9 Lite: 20210120_133414, 20210120_133435, 20210120_133441",Unidentified.
VG42,S4,S4,0.38,2.16,0.73,1.13,14.2,18.3,,,"Honor 9 Lite:20210120_134852, 20210120_134948, 20210120_135007",Unidentified.
VG42,S5,S5,0.19,0.49,0.17,0.25,9.4,10,,,"Honor 9 Lite: 20210120_135809, 20210120_135822, 20210120_135854",Unidentified.
VG42,S6 (1),S6,0.16,1.17,0.63,0.1,11,5.2,,PsyNig,,Psychotria.
VG42,S6 (2),S6,0.22,1.42,0.92,0.16,16.3,10.3,,PsyNig,,Psychotria.
VG42,S6 (3),S6,0.09,0.81,0.58,0.03,12.8,6.5,,PsyNig,,Psychotria.
VG42,S6 (4),S6,0.12,0.71,0.39,0.06,11.3,4.6,,PsyNig,,Psychotria.
VG42,S6 (5),S6,0.13,0.81,0.59,0.11,13.6,8.3,,PsyNig,,Psychotria.
VG42,S6 (6),S6,0.14,0.73,0.35,0.12,9.6,7.5,,PsyNig,,Psychotria.
VG43,S1,S1,NA,4.94,2.1,0.9,25.4,14.6,,PsyNig,Galaxy J6: 20210121_195506,Psychotria sp? Dry. Leave traits can't be measured.
